activity_id,npdes_id,version_nmbr,perm_feature_id,perm_feature_nmbr,perm_feature_type_code,perm_feature_type_desc,limit_set_id,limit_set_schedule_id,limit_id,limit_season_id,limit_type_code,limit_begin_date,limit_end_date,nmbr_of_submission,parameter_code,parameter_desc,monitoring_location_code,monitoring_location_desc,stay_type_code,stay_type_desc,limit_value_id,limit_value_type_code,limit_value_type_desc,limit_value_nmbr,limit_unit_code,limit_unit_desc,standard_unit_code,standard_unit_desc,limit_value_standard_units,statistical_base_code,statistical_base_short_desc,statistical_base_type_code,statistical_base_type_desc,limit_value_qualifier_code,stay_value_nmbr,dmr_event_id,monitoring_period_end_date,dmr_form_value_id,value_type_code,value_type_desc,dmr_value_id,dmr_value_nmbr,dmr_unit_code,dmr_unit_desc,dmr_value_standard_units,dmr_value_qualifier_code,value_received_date,days_late,nodi_code,nodi_desc,exceedence_pct,npdes_violation_id,violation_code,violation_desc,rnc_detection_code,rnc_detection_desc,rnc_detection_date,rnc_resolution_code,rnc_resolution_desc,rnc_resolution_date,violation_severity,dmr_due_date,dmr_limit_type_code_desc
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3608948343,06/30/2022,3734309841,"C3","Concentration3",3772886978,1910,"19","mg/L",1910,"=",08/01/2022,,"","",,,"","","","",,"","",,"No Violation Identified",08/01/2022,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3608948344,07/31/2022,3734309987,"C3","Concentration3",3774462115,1970,"19","mg/L",1970,"=",08/31/2022,,"","",,,"","","","",,"","",,"No Violation Identified",09/01/2022,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3608948345,08/31/2022,3734310133,"C3","Concentration3",3775647095,2130,"19","mg/L",2130,"=",09/30/2022,,"","",,,"","","","",,"","",,"No Violation Identified",10/01/2022,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3608948346,09/30/2022,3734310279,"C3","Concentration3",3779065230,2050,"19","mg/L",2050,"=",11/01/2022,,"","",,,"","","","",,"","",,"No Violation Identified",11/01/2022,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620725701,10/31/2022,3911085380,"C3","Concentration3",3780785840,1960,"19","mg/L",1960,"=",12/01/2022,,"","",,,"","","","",,"","",,"No Violation Identified",12/01/2022,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620725872,11/30/2022,3911087233,"C3","Concentration3",3782003121,2000,"19","mg/L",2000,"=",12/30/2022,,"","",,,"","","","",,"","",,"No Violation Identified",01/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620725997,12/31/2022,3911089035,"C3","Concentration3",3785415212,1940,"19","mg/L",1940,"=",02/01/2023,,"","",,,"","","","",,"","",,"No Violation Identified",02/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726092,01/31/2023,3911090623,"C3","Concentration3",3788398651,1880,"19","mg/L",1880,"=",03/01/2023,,"","",,,"","","","",,"","",,"No Violation Identified",03/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726191,02/28/2023,3911091783,"C3","Concentration3",3789929985,1920,"19","mg/L",1920,"=",03/30/2023,,"","",,,"","","","",,"","",,"No Violation Identified",04/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726302,03/31/2023,3911093332,"C3","Concentration3",3793057788,1850,"19","mg/L",1850,"=",05/01/2023,,"","",,,"","","","",,"","",,"No Violation Identified",05/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726400,04/30/2023,3911094561,"C3","Concentration3",3794676968,4330,"19","mg/L",4330,"=",06/01/2023,,"","",,,"","","","",,"","",,"No Violation Identified",06/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726509,05/31/2023,3911095992,"C3","Concentration3",3796079483,5130,"19","mg/L",5130,"=",07/01/2023,,"","",,,"","","","",,"","",,"No Violation Identified",07/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726632,06/30/2023,3911096856,"C3","Concentration3",3797991758,2180,"19","mg/L",2180,"=",07/31/2023,,"","",,,"","","","",,"","",,"No Violation Identified",08/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726721,07/31/2023,3911098006,"C3","Concentration3",3801192312,2300,"19","mg/L",2300,"=",09/01/2023,,"","",,,"","","","",,"","",,"No Violation Identified",09/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726817,08/31/2023,3911099129,"C3","Concentration3",3802300120,2500,"19","mg/L",2500,"=",09/30/2023,,"","",,,"","","","",,"","",,"No Violation Identified",10/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726901,09/30/2023,3911100108,"C3","Concentration3",3804284139,2280,"19","mg/L",2280,"=",11/01/2023,,"","",,,"","","","",,"","",,"No Violation Identified",11/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3620726976,10/31/2023,3911101411,"C3","Concentration3",3809383568,2300,"19","mg/L",2300,"=",12/13/2023,12,"","",,,"","","","",,"","",,"No Violation Identified",12/01/2023,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623908602,11/30/2023,3951543273,"C3","Concentration3",3809383830,2190,"19","mg/L",2190,"=",12/29/2023,,"","",,,"","","","",,"","",,"No Violation Identified",01/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623908789,12/31/2023,3951544931,"C3","Concentration3",3811479127,2340,"19","mg/L",2340,"=",02/01/2024,,"","",,,"","","","",,"","",,"No Violation Identified",02/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623908914,01/31/2024,3951546989,"C3","Concentration3",3813265723,2340,"19","mg/L",2340,"=",03/01/2024,,"","",,,"","","","",,"","",,"No Violation Identified",03/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909093,02/29/2024,3951548796,"C3","Concentration3",3814542228,1960,"19","mg/L",1960,"=",03/29/2024,,"","",,,"","","","",,"","",,"No Violation Identified",04/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909218,03/31/2024,3951550351,"C3","Concentration3",3816513539,2020,"19","mg/L",2020,"=",05/01/2024,,"","",,,"","","","",,"","",,"No Violation Identified",05/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909332,04/30/2024,3951552024,"C3","Concentration3",3819608222,2360,"19","mg/L",2360,"=",05/31/2024,,"","",,,"","","","",,"","",,"No Violation Identified",06/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909452,05/31/2024,3951553787,"C3","Concentration3",3821633923,2310,"19","mg/L",2310,"=",07/01/2024,,"","",,,"","","","",,"","",,"No Violation Identified",07/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909560,06/30/2024,3951555786,"C3","Concentration3",3823717506,2200,"19","mg/L",2200,"=",07/31/2024,,"","",,,"","","","",,"","",,"No Violation Identified",08/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909687,07/31/2024,3951557281,"C3","Concentration3",3825616045,2110,"19","mg/L",2110,"=",08/29/2024,,"","",,,"","","","",,"","",,"No Violation Identified",09/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909777,08/31/2024,3951559350,"C3","Concentration3",3826984468,2210,"19","mg/L",2210,"=",09/30/2024,,"","",,,"","","","",,"","",,"No Violation Identified",10/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623909928,09/30/2024,3951561580,"C3","Concentration3",3830934809,2200,"19","mg/L",2200,"=",10/31/2024,,"","",,,"","","","",,"","",,"No Violation Identified",11/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623910073,10/31/2024,3951563235,"C3","Concentration3",3832353080,2240,"19","mg/L",2240,"=",11/27/2024,,"","",,,"","","","",,"","",,"No Violation Identified",12/01/2024,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3623910215,11/30/2024,3951565325,"C3","Concentration3",3833928258,2130,"19","mg/L",2130,"=",12/31/2024,,"","",,,"","","","",,"","",,"No Violation Identified",01/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627988803,12/31/2024,4000781194,"C3","Concentration3",3836178964,2060,"19","mg/L",2060,"=",01/30/2025,,"","",,,"","","","",,"","",,"No Violation Identified",02/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627988970,01/31/2025,4000783835,"C3","Concentration3",3846482481,1892,"19","mg/L",1892,"=",02/28/2025,,"","",,,"","","","",,"","",,"No Violation Identified",03/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627989170,02/28/2025,4000786130,"C3","Concentration3",3846482380,2050,"19","mg/L",2050,"=",03/28/2025,,"","",,,"","","","",,"","",,"No Violation Identified",04/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627989343,03/31/2025,4000788367,"C3","Concentration3",3846482829,2030,"19","mg/L",2030,"=",05/01/2025,,"","",,,"","","","",,"","",,"No Violation Identified",05/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627989499,04/30/2025,4000790498,"C3","Concentration3",3846857823,,"","",,"",05/30/2025,,"B","Below Detection Limit/No Detection",,,"","","","",,"","",,"No Violation Identified",06/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627989650,05/31/2025,4000792456,"C3","Concentration3",3848098770,2100,"19","mg/L",2100,"=",07/01/2025,,"","",,,"","","","",,"","",,"No Violation Identified",07/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627989810,06/30/2025,4000794976,"C3","Concentration3",3850281847,2200,"19","mg/L",2200,"=",07/30/2025,,"","",,,"","","","",,"","",,"No Violation Identified",08/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627989973,07/31/2025,4000797280,"C3","Concentration3",3853305353,2110,"19","mg/L",2110,"=",08/28/2025,,"","",,,"","","","",,"","",,"No Violation Identified",09/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627990111,08/31/2025,4000799370,"C3","Concentration3",3854757439,1880,"19","mg/L",1880,"=",09/30/2025,,"","",,,"","","","",,"","",,"No Violation Identified",10/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627990236,09/30/2025,4000802166,"C3","Concentration3",3858311381,2110,"19","mg/L",2110,"=",10/30/2025,,"","",,,"","","","",,"","",,"No Violation Identified",11/01/2025,"Enforcement"
3601274398,"CA0107409",0,3600237031,"INF","INF","Influent Structure",3600277741,3600387190,3602936883,"0","ENF",10/01/2017,09/30/2022,1,"70295","Solids, total dissolved","G","Raw Sewage Influent","","",3605008140,"C3","Concentration3",,"19","mg/L","19","mg/L",,"DD","DAILY MX","MAX","Maximum","",,3627990434,10/31/2025,4000804285,"C3","Concentration3",3858879482,2070,"19","mg/L",2070,"=",11/26/2025,,"","",,,"","","","",,"","",,"No Violation Identified",12/01/2025,"Enforcement"
